Data,Godzina,Rok,Miesiac,Sezon,temperature_2m,dewpoint_temperature_2m,wilgotnosc_wzgledna,u_component_of_wind_10m,v_component_of_wind_10m,predkosc_wiatru,kierunek_wiatru,surface_pressure,total_precipitation_hourly
2022-03-18,01:00,2022,3,ZIMA,276.8233337402344,270.5258331298828,63.45755633891707,-1.89813232421875,1.264617919921875,2.280825465403174,326.3267296420075,102996.42578125,0.0
2022-03-18,02:00,2022,3,ZIMA,276.22511291503906,270.26220703125,64.91084794486348,-1.874298095703125,0.9691925048828125,2.1100539005147194,332.65668508481826,103033.76171875,0.0
2022-03-18,03:00,2022,3,ZIMA,275.64772033691406,269.92405700683594,65.94307484990414,-1.8775787353515625,0.8685760498046875,2.068749927308443,335.1745346129789,103094.8828125,0.0
2022-03-18,04:00,2022,3,ZIMA,275.06358337402344,269.52784729003906,66.74201224810938,-1.8667144775390625,0.8972320556640625,2.0711466153715663,334.3288396026297,103148.9921875,0.0
2022-03-18,05:00,2022,3,ZIMA,274.4219665527344,269.2303771972656,68.3405030750351,-1.797119140625,0.776580810546875,1.9577320963069436,336.6296013546423,103229.8515625,0.0
2022-03-18,06:00,2022,3,ZIMA,274.21063232421875,269.4952850341797,70.7750217406235,-1.583648681640625,0.540802001953125,1.6734425452278299,341.14541831137745,103330.82421875,0.0
2022-03-18,07:00,2022,3,ZIMA,275.6637878417969,269.39691162109375,63.32628084982541,-1.383087158203125,0.671173095703125,1.5373364666142908,334.11401202863624,103384.58984375,0.0
2022-03-18,08:00,2022,3,ZIMA,276.8922576904297,269.7908935546875,59.79297595338474,-1.1763763427734375,0.559051513671875,1.302459172018771,334.5814439737974,103460.875,0.0
2022-03-18,09:00,2022,3,ZIMA,278.5100860595703,270.6249542236328,56.81578396277589,-0.8135223388671875,0.1095733642578125,0.8208683926127953,352.3289939282046,103528.31640625,0.0
2022-03-18,10:00,2022,3,ZIMA,280.39764404296875,271.36647033691406,52.694057044911666,-0.7734222412109375,-0.1924896240234375,0.7970158207692203,13.97585177049973,103563.0234375,0.0
2022-03-18,11:00,2022,3,ZIMA,281.9384460449219,271.66697692871094,48.51513597755617,-0.7525177001953125,-0.420379638671875,0.8619755969382998,29.189074855656145,103580.97265625,0.0
2022-03-18,12:00,2022,3,ZIMA,282.94227600097656,271.8070373535156,45.815244050022564,-0.674407958984375,-0.6652069091796875,0.9472731006219186,44.60647418621659,103586.02734375,0.0
2022-03-18,13:00,2022,3,ZIMA,283.42994689941406,271.9423370361328,44.786930517624796,-0.6400146484375,-0.8385009765625,1.0548472106949152,52.64607360697471,103560.6796875,0.0
2022-03-18,14:00,2022,3,ZIMA,283.6897430419922,272.27760314941406,45.110482517602776,-0.5338897705078125,-1.1832275390625,1.2981008035775898,65.71439943970239,103564.80859375,0.0
2022-03-18,15:00,2022,3,ZIMA,283.57763671875,272.8085174560547,47.24186239375216,-0.5338592529296875,-1.5832366943359375,1.670821394473518,71.36615885692282,103584.2109375,0.0
2022-03-18,16:00,2022,3,ZIMA,283.0473175048828,274.1000671386719,53.739153353368195,-0.8091888427734375,-0.8159637451171875,1.149166400750858,45.238852071598785,103583.4375,0.0
